ITEM NAME,QUANTITY,VENDOR,MONTH,YEAR,CATEGORY
SURGICAL SPIRIT 5 LTR (SHERAD),4,HEALTH PHARMA,March,2025,Surgical
SYNDOPA PLUS TABLETS,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,March,2025,Pharmaceuticals
SYR  10 ML (NUSAFE),2000,R&R SURGICALS,March,2025,Pharmaceuticals
SYR  5ML (NUSAFE),2000,R&R SURGICALS,March,2025,Pharmaceuticals
TAFNAT 25MG,50,SUMAN SPECIALTIES,March,2025,Pharmaceuticals
TEICOBIOTIC 400,12,HEALTH PHARMA,March,2025,Miscellaneous
TENVIR 300MG,2,SUMAN SPECIALTIES,March,2025,Pharmaceuticals
THROMBOPHOB OINTMENT 20GM,12,KRISHNA PHARMACEUTICAL DISTRIBUTORS,March,2025,Dermatology
THYRONORM 75 MCG TAB,4,KRISHNA PHARMACEUTICAL DISTRIBUTORS,March,2025,Pharmaceuticals
TIT OBERON CONN ROD 5.5MM (W.O.HEX)5.5MM*80MM,2,GHANAPRIYA SURGICALS,March,2025,Miscellaneous
TIT OBERON POLY SCREW SINGLE THREDED 5.5MM*40MM,2,GHANAPRIYA SURGICALS,March,2025,Ortho
TIT OBERON POLY SCREW SINGLE THREDED 6.5MM/45MM,2,GHANAPRIYA SURGICALS,March,2025,Ortho
TNA-PERI 1000ML,4,KUMAR MEDINEEDS,March,2025,Pharmaceuticals
TRACEMAX-INJ,40,PHARMA FIRST,March,2025,Pharmaceuticals
TRIPLELUMEN CENTRAL LINE,10,HEALTH PHARMA,March,2025,Miscellaneous
TROCOR CATHETER 28G ROMSONS,5,R&R SURGICALS,March,2025,Urology
TROPINE 10ML INJ,180,HEALTH PHARMA,March,2025,Ortho
TROPINE INJ,150,HEALTH PHARMA,March,2025,Ortho
TRUGLYDE SN 2347(1 R/B),24,HEALTH PHARMA,March,2025,Miscellaneous
TRUGLYDE SN 2421(1.0 CUTT),24,R&R SURGICALS,March,2025,Miscellaneous
TRUGLYDE SN 2437(30. R/B),12,HEALTH PHARMA,March,2025,Miscellaneous
TRULENE SN 841,12,R&R SURGICALS,March,2025,Miscellaneous
TRULON 1 SN3338,12,HEALTH PHARMA,March,2025,Miscellaneous
TRULON 2-0 SN3336 (CUTT),12,R&R SURGICALS,March,2025,Miscellaneous
TRULOOP TL 2215,6,R&R SURGICALS,March,2025,Miscellaneous
TRUSILK 2-0 SN 5333 R/B,12,HEALTH PHARMA,March,2025,Miscellaneous
TRUSILK-SN 5070 3.0 (R/B),12,HEALTH PHARMA,March,2025,Miscellaneous
UNIPHOS 1000MG INJ,12,DWARAKA MEDICAL DISTRIBUTORS,March,2025,Pharmaceuticals
URICEL-B6 SYP,60,V K MEDICALS,March,2025,Miscellaneous
URIMAX 0.4,40,APOLLO PHARMACY,March,2025,Miscellaneous
URIMAX-0.4MG CAP,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,March,2025,Pharmaceuticals
UROMETER,70,R&R SURGICALS,March,2025,Urology
VACCUM  SUCTION SET(RAMSON),20,R&R SURGICALS,March,2025,Radiology
VANKING 1GM INJ,20,HEALTH PHARMA,March,2025,Pharmaceuticals
VANKING 500MG INJ,28,HEALTH PHARMA,March,2025,Pharmaceuticals
VASOCAN INJ,90,HEALTH PHARMA,March,2025,Pharmaceuticals
VEIN O LINE 10 CM(ROMSONS),50,R&R SURGICALS,March,2025,Miscellaneous
VELOZ-D CAP,40,KRISHNA PHARMACEUTICAL DISTRIBUTORS,March,2025,Pharmaceuticals
VELOZ-IT CAP,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,March,2025,Pharmaceuticals
VELSOFT CREPE BANDGE 6 INCH,10,R&R SURGICALS,March,2025,Miscellaneous
VENTILATOR CIRCUIT ADULT,10,R&R SURGICALS,March,2025,Respiratory
VENUSIA MAX LOTION,4,KRISHNA PHARMACEUTICAL DISTRIBUTORS,March,2025,Dermatology
VILDARAY SR 100MG,30,APOLLO PHARMACY,March,2025,Pharmaceuticals
WATER BOTTLE 1L (BAILLEY),180,DITTAKAVI SERVICES,March,2025,Miscellaneous
WATER BOTTLE 500ML (BAILLEY),240,DITTAKAVI SERVICES,March,2025,Pharmaceuticals
WATER FOR INJECTION,150,R&R SURGICALS,March,2025,Pharmaceuticals
WET WIPES (ROMSONS),144,R&R SURGICALS,March,2025,Miscellaneous
XIMOREN -250MG,240,EROTAS ASSOCITES,March,2025,Pharmaceuticals
XIMOREN 500,240,EROTAS ASSOCITES,March,2025,Miscellaneous
XYLOMIST 0.1% DROPS,2,VASAVI MEDICAL HALL,March,2025,Pharmaceuticals
ZORYL MV2,135,SUMAN AGENCIES HYD PRIVATE LIMITED,March,2025,Miscellaneous
ZYTEE RB GEL 10 ML,5,KRISHNA PHARMACEUTICAL DISTRIBUTORS,March,2025,Dermatology
1.5MM MONI SCREWS,6,SRI VENKATESWARA SURGICALS,November,2024,Ortho
2MM MINI PLATE TITANIUM,2,SRI VENKATESWARA SURGICALS,November,2024,Ortho
2MM MINI SCREWS TITANIUM,6,SRI VENKATESWARA SURGICALS,November,2024,Ortho
3 WAY EXTENSION 10 CM,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Miscellaneous
360 CURVED NEEDLE SYSTEM,2,SVS ORYHOCARE,November,2024,General/Consumables
4.5MM INCISOR PLUS ELITE BLADE,1,SVS ORYHOCARE,November,2024,Surgical
5.0/6.5MM LCP PROXIMAL FEMUR PLATE -RIGHT SIDE,1,SHREE MITHRA SURGICALS,November,2024,Ortho
5.0MM LCP PROXIMAL LATERAL TIBIA PLATE LEFT SIDE,2,SHREE MITHRA SURGICALS,November,2024,Ortho
ACTSUNATE-60 MG,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
ACUCIP (CIPROFLOXACIN),20,HEALTH PHARMA,November,2024,Miscellaneous
ADULT DIPERS LARGE,120,R&R SURGICALS,November,2024,Miscellaneous
ADULT DIPERS-XL,120,R&R SURGICALS,November,2024,Miscellaneous
AERO MIST (ADULT),40,R&R SURGICALS,November,2024,Miscellaneous
AKAVICEF2.5 INJ (CEFT+AVI),30,HEALTH PHARMA,November,2024,Pharmaceuticals
AKURIT-4 TABS,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
ALERID SYP,4,SUMAN AGENCIES HYD PRIVATE LIMITED,November,2024,Miscellaneous
ALGIDUO 150ML SYR,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
ALLEVYN SACRUM12.5CM*12.5CM,3,R&R SURGICALS,November,2024,Wound Care
ALLEVYN SACRUM17CM*17CM,3,R&R SURGICALS,November,2024,Wound Care
AMBU BAG ADULT (470003000),12,R&R SURGICALS,November,2024,Miscellaneous
AMIKAMAC 250MG,3,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
ANAWIN HEAVY INJ,2,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
ARACHITOL NANO LIQUID(5ML),1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
ARDIOXONE 1GM INJ (CEFRTIAXONE),15,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
ARDIOXONE-250 INJ,2,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
ARDIOXONE-500MG INJ (CEFTRIAXONE),12,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
ARGIMUNE  SACHET,200,EROTAS ASSOCITES,November,2024,Miscellaneous
ARMADA 14.2.0*120,2,SRISAI AGENCIES,November,2024,Miscellaneous
ARTHROSCOPY DRAPE,1,SVS ORYHOCARE,November,2024,Surgical
ASEPTO PUMP,30,R&R SURGICALS,November,2024,General/Consumables
ASKLEROL-2ML INJ,10,HEALTH PHARMA,November,2024,Pharmaceuticals
ATCHOL 40MG,190,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
ATOCOR 80MG TAB,140,SUMAN AGENCIES HYD PRIVATE LIMITED,November,2024,Pharmaceuticals
ATROMAC (TROPINE INJ),1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Ortho
AZITHRAL 200MG SYP,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
BAIN CIRCUIT ADULT,2,R&R SURGICALS,November,2024,Anaesthesia
"BANDAGES 6""",150,R&R SURGICALS,November,2024,Wound Care
BENADON 40MG TAB,375,SUMAN AGENCIES HYD PRIVATE LIMITED,November,2024,Pharmaceuticals
BENFOMET FORTE,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Miscellaneous
BETADINE GARGLE 50ML,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
BEVON SYRUP,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
BIOCOMPOSITE I/F SCREW 9*25MM,1,SVS ORYHOCARE,November,2024,Ortho
BUDENAZ 0.5MG RESPULS,600,KODANDAPANI MEDICALS,November,2024,Pharmaceuticals
CABGOLIN 0.5MG TAB,4,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
CACA-K27 CAPS,500,V K MEDICALS,November,2024,Pharmaceuticals
CALAM-A LOTION,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Dermatology
CANDIBIOTIC PLUS EAR DROPS,7,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
CELCORIL SYRUP,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
CELFIX -100DRY SYP,2,LAALITHYAM HOSPITALS PVT LTD,November,2024,Miscellaneous
CEMENT SIZE:40GRMS,1,SHREE MITHRA SURGICALS,November,2024,Miscellaneous
CERVIPRIME-0.5MG GEL,2,LAALITHYAM HOSPITALS PVT LTD,November,2024,Dermatology
CHYMORAL FORTE TAB,210,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
CHYMORAL PLUS TAB,45,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
CLOSED SUCTION CATH 14FR PORTEX,5,R&R SURGICALS,November,2024,Radiology
COLIMISTA 1MIU,8,HEALTH PHARMA,November,2024,Pharmaceuticals
COLIMISTA 1MU SAMARTH,16,HEALTH PHARMA,November,2024,Pharmaceuticals
COLORDO,1,SRI VENKATESWARA SURGICALS,November,2024,Miscellaneous
COMMAND ES 300CM,1,CARDIO VISION,November,2024,Miscellaneous
CORDCAL -HD,1800,SS PHARMA,November,2024,Miscellaneous
COTTON 500 GM,10,R&R SURGICALS,November,2024,General/Consumables
CROCIN  ADVANCE 500,6,SUMAN AGENCIES HYD PRIVATE LIMITED,November,2024,Miscellaneous
CUTIHEAL CREAM 15GM,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Dermatology
DAFLON 500MG TAB,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
DAPARYL 10MG,60,SUMAN AGENCIES HYD PRIVATE LIMITED,November,2024,Pharmaceuticals
DAPARYL 5MG,60,SUMAN AGENCIES HYD PRIVATE LIMITED,November,2024,Pharmaceuticals
DAROLAC SACHET,10,LAALITHYAM HOSPITALS PVT LTD,November,2024,Miscellaneous
DEXTROSE 5% 500 ML(STERIDIP),26,KODANDAPANI MEDICALS,November,2024,Pharmaceuticals
DICSO AQ INJ,3,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
DIGITAL THERMOMETER,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Miscellaneous
DILNIP 10MG,480,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
DISPOVAN NEEDLE 18 G,1200,R&R SURGICALS,November,2024,General/Consumables
DNS 500 ML,4,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
DNS 500 ML (STERIDRIP),153,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
DOTAMINE INJ (DOBUTAMINE),20,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
DOXY-LAC TAB,4,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
DOXYRED INJ,270,V K MEDICALS,November,2024,Pharmaceuticals
DRILBITS,1,SRI VENKATESWARA SURGICALS,November,2024,Miscellaneous
DYNA POP 6 INCH,48,R&R SURGICALS,November,2024,Miscellaneous
"DYNACREPE 4"" (10 CM X 4 M)",20,R&R SURGICALS,November,2024,Miscellaneous
DYNAPLASTER 10CM (MEDIGRIP),15,R&R SURGICALS,November,2024,Miscellaneous
ECG ELECTRODES,5,LAALITHYAM HOSPITALS PVT LTD,November,2024,Radiology
ECOSPRIN AV 150/20 CAP,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
ECOSPRIN AV75/10 MG TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
ELMAPHYLLINE INJ 10ML,560,SUMAN AGENCIES HYD PRIVATE LIMITED,November,2024,Pharmaceuticals
ENCORATE CHRONO-500 MG TAB,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
ENEMA 100 ML,20,R&R SURGICALS,November,2024,Pharmaceuticals
ENZAR - HS CAP,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
EPIDURAL MINI PACK KIT 16 G,3,R&R SURGICALS,November,2024,Anaesthesia
EPIDURAL MINI PACK KIT 18 G,3,R&R SURGICALS,November,2024,Anaesthesia
ET TUBE 3.0 PLAIN,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Miscellaneous
ET TUBE 7.5 CUFFED,10,R&R SURGICALS,November,2024,Miscellaneous
ET TUBE 8.0 CUFFED,10,R&R SURGICALS,November,2024,Miscellaneous
ET TUBE NO.4.0,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Miscellaneous
ET TUBE NO.4.5,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Miscellaneous
EXAMINATION GLOVES,3316,R&R SURGICALS,November,2024,Surgical
FACE MASK (ELASTIC),10,LAALITHYAM HOSPITALS PVT LTD,November,2024,Respiratory
FEBURIC 40MG TAB,150,SUMAN AGENCIES HYD PRIVATE LIMITED,November,2024,Pharmaceuticals
FLAMINGO CREPE 4 IN,20,R&R SURGICALS,November,2024,Miscellaneous
FLAMINGO CREPE 6IN,34,R&R SURGICALS,November,2024,Miscellaneous
"FLAMINGO LONG LEG ""U"" SPLINT",2,R&R SURGICALS,November,2024,Miscellaneous
FLAMINGO SHORT LEG U SPLINT,2,R&R SURGICALS,November,2024,Miscellaneous
FLUVIR 75 MG CAP,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
FOLEYS CATHETER. 14G,101,R&R SURGICALS,November,2024,Urology
GAUZE BMT 100 CM X 18 MTR,22,R&R SURGICALS,November,2024,General/Consumables
GENIUS FEMORAL COMPONENT LEFT/RIGHT,1,SHREE MITHRA SURGICALS,November,2024,Ortho
GENIUS TIBIAL INSERT 7MM,1,SHREE MITHRA SURGICALS,November,2024,Ortho
GENIUS TIBIAL TRAY SIZE 5,1,SHREE MITHRA SURGICALS,November,2024,Ortho
GENSTATIN 100000,20,HEALTH PHARMA,November,2024,Miscellaneous
GLOVE 6.5,8,LAALITHYAM HOSPITALS PVT LTD,November,2024,Surgical
GLOVE 7.0,178,LAALITHYAM HOSPITALS PVT LTD,November,2024,Surgical
GLOVE 7.5,180,LAALITHYAM HOSPITALS PVT LTD,November,2024,Surgical
GLUTARX 600MG INJ,60,HEALTH PHARMA,November,2024,Pharmaceuticals
GRAFTMASTER 2.8*16,1,CRYSTAL ENTERPRISES,November,2024,Miscellaneous
GRAFTMASTER 3.50*16,1,CRYSTAL ENTERPRISES,November,2024,Miscellaneous
HCQS.TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
HEAD CAPS (F),410,R&R SURGICALS,November,2024,Pharmaceuticals
HEPTAGON TABS,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
HEXIDINE SMAL,40,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Miscellaneous
HT COMMAND ES 0.014 300CM,1,SRISAI AGENCIES,November,2024,Miscellaneous
HUMAN ACTRAPID 40 IU INJ,3,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
HUMAN IG 100ML INJ,25,HEALTH PHARMA,November,2024,Pharmaceuticals
HUMAN MIXTARD 40 IU INJ,2,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
INDERAL  LA 20MG TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
INDERAL LA 40MG.TAB,105,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
INFLUVAC TETRA INJ 0.5ML,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
INTER LOCKING FEMUR NAIL,1,SHREE MITHRA SURGICALS,November,2024,Ortho
INTERLOCKING NAIL TIBIA,1,SHREE MITHRA SURGICALS,November,2024,Ortho
INTRA CATH 18G,100,R&R SURGICALS,November,2024,Miscellaneous
INTRA CATH 20G,300,R&R SURGICALS,November,2024,Miscellaneous
IPRAX LMOL (DUOLIN) RESP,615,KODANDAPANI MEDICALS,November,2024,Miscellaneous
IRONEMIC PLUS TAB,600,EROTAS ASSOCITES,November,2024,Pharmaceuticals
IV SET,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,General/Consumables
IV SET (ROMSONS),5,LAALITHYAM HOSPITALS PVT LTD,November,2024,General/Consumables
K WIRES,1,SHREE MITHRA SURGICALS,November,2024,Ortho
KARE MED WET WIPES ADULT,108,R&R SURGICALS,November,2024,Miscellaneous
K-BIND POWDER,29,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Miscellaneous
KLOTIN 5ML INJ,2,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
KOLIBITOR 10ML,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
LACOSET 20 ML INJ,10,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
LACTIFIBER-90 GM,2,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Radiology
LACTIHEP SYRUP 200 ML,8,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
LAMINO RESPI-POWDER TIN,12,EROTAS ASSOCITES,November,2024,Miscellaneous
LASIX-4ML,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
LEVOFUXIN 500MG 100ML,8,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
LEVOLIN 0.31 RESP,11,LAALITHYAM HOSPITALS PVT LTD,November,2024,Miscellaneous
LEVOLIN 0.63 MG RESPULES,15,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
LEVOLIN 1.25RES,5,LAALITHYAM HOSPITALS PVT LTD,November,2024,Miscellaneous
LEVOMOLO.63,13,LAALITHYAM HOSPITALS PVT LTD,November,2024,Miscellaneous
LIGHTWAVEABLATOR 90DANGLE,1,SVS ORYHOCARE,November,2024,Miscellaneous
LIMCEE TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
LINETIC INJ,12,HEALTH PHARMA,November,2024,Pharmaceuticals
LOBUN FORTE,170,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Miscellaneous
LONG LEG U SPLINT,1,R&R SURGICALS,November,2024,Miscellaneous
LOOZ ENEMA 275 ML,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
LOX  2% 30GR,80,HEALTH PHARMA,November,2024,Miscellaneous
LOX-2% ADRENALINE INJ,10,HEALTH PHARMA,November,2024,Pharmaceuticals
MAGTOR PLUS TAB,3000,EROTAS PHARMACEUTICALS PRIVATE LIMITED,November,2024,Pharmaceuticals
MAROPEN 1GM INJ,162,V K MEDICALS,November,2024,Pharmaceuticals
MAXTRA.60ML.SYP,2,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
MEDIGRIP IV FIX,308,LAALITHYAM HOSPITALS PVT LTD,November,2024,Miscellaneous
MEDROL 8 MG TAB,28,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
MEGAHEAL GEL 15 GM,10,SUMAN AGENCIES HYD PRIVATE LIMITED,November,2024,Dermatology
MEGANEURON PG CAP,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
MENISCAL REPAIR DEVICE,1,SVS ORYHOCARE,November,2024,Miscellaneous
MESH,1,SRI VENKATESWARA SURGICALS,November,2024,Surgical
METGLI-2 TAB,600,V K MEDICALS,November,2024,Pharmaceuticals
METOSARTAN LN 50MG,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
METOSARTAN LN-25 MG,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
METRO IV 100 ML,202,KODANDAPANI MEDICALS,November,2024,Pharmaceuticals
METROGYL-P OINTMENT 20GM,10,SUMAN AGENCIES HYD PRIVATE LIMITED,November,2024,Dermatology
MEZOLAM-10ML INJ,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
MINCITAL CAP,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
MIXTARD 30 FLEXPEN,1,VASAVI MEDICAL HALL,November,2024,Miscellaneous
MOPS 30 X 30 CM,102,LAALITHYAM HOSPITALS PVT LTD,November,2024,Miscellaneous
MOVICOL LIQUID SYP,11,SUMAN AGENCIES HYD PRIVATE LIMITED,November,2024,Miscellaneous
MUCAINE  GEL 200 ML,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Dermatology
MUCINAC 600 MG TAB,10,APOLLO PHARMACY,November,2024,Pharmaceuticals
MUCYST 600MG TAB,100,HEALTH PHARMA,November,2024,Pharmaceuticals
MUPIRED-10GM,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Miscellaneous
MVI INJ,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
MYO PYROLATE 0.5 MG 5 ML INJ,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
MYORIL-4MG.TAB,220,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
MYOSPAS TH4 TAB,50,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
MYOSPAZ TABLET,420,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
NARVADAY-B TAB,1500,SS PHARMA,November,2024,Pharmaceuticals
NASOCLEAR 20ML NASAL DROPS,3,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
NEBULIZER  MASK (PAED),4,LAALITHYAM HOSPITALS PVT LTD,November,2024,Respiratory
NEXITO 10 MG,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
NEXITO PLUS TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
NIV MASK M,6,R&R SURGICALS,November,2024,Respiratory
NODOSIS 1GM TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
NOSYCURE-10ML DROPS (XYLOMETAZOLINE),1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
NOSYCURE-S NASAL DROPS,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
NS 100 ML,814,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
NS 100 ML (STERIDRIP),1006,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
NS 1000ML,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
NS 3% 100 ML,106,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
NS 3000 ML,20,KODANDAPANI MEDICALS,November,2024,Pharmaceuticals
NS 500 ML,153,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
NS 500 ML (STERIDRIP),700,KODANDAPANI MEDICALS,November,2024,Pharmaceuticals
OPTINEURON INJ,360,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
OXETOL 150 MG TABLETS,50,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
PANTOCEL 40 INJE,20,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
PANTOCEL 40 INJEC,400,V K MEDICALS,November,2024,Pharmaceuticals
PANTOCID--HP TAB,7,SUMAN AGENCIES HYD PRIVATE LIMITED,November,2024,Pharmaceuticals
PARAID 100ML IV,5,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
PARAID 100ML IV-L,3,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
PERINORM 2 ML INJ,51,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
PERLIN-T INJ 4.5,162,V K MEDICALS,November,2024,Pharmaceuticals
PM LINE 200CMS (ROMSONS),50,R&R SURGICALS,November,2024,Miscellaneous
PMO LINE,6,LAALITHYAM HOSPITALS PVT LTD,November,2024,Miscellaneous
POTCL INJ,51,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
POTLYTE 10ML INJ (POTASSIUM CHLORIDE),150,HEALTH PHARMA,November,2024,Pharmaceuticals
POTRATE MB6-200ML SYRUP,6,SUMAN AGENCIES HYD PRIVATE LIMITED,November,2024,Pharmaceuticals
POVID 500ML,14,R&R SURGICALS,November,2024,Pharmaceuticals
POVID IODINE 5% 100ML,21,R&R SURGICALS,November,2024,Pharmaceuticals
PROCINCH RT REVERSE TENSIONING,1,SVS ORYHOCARE,November,2024,Miscellaneous
PULMOCLEAR SYRUP 60ML,2,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
PULMOCLEAR TAB,180,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
PYROLATE-1ML INJ,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
RECLIMET  XR 60+500TAB,150,SUMAN AGENCIES HYD PRIVATE LIMITED,November,2024,Pharmaceuticals
REDOTIL CAP,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,November,2024,Pharmaceuticals
RELENT SYRUP,2,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
RELENT TAB,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
RESILISTIN  1MIU INJ (COLIMISTA),16,HEALTH PHARMA,November,2024,Pharmaceuticals
RESPIROMETER,16,R&R SURGICALS,November,2024,Miscellaneous
RESWAS JR SYRP,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Miscellaneous
RISEUP-D3 DROPS,1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
RL 500 ML STERIDRIP,427,KODANDAPANI MEDICALS,November,2024,Pharmaceuticals
RL 500ML,2,LAALITHYAM HOSPITALS PVT LTD,November,2024,Pharmaceuticals
ROMOFLOW(ROMSONS),1,LAALITHYAM HOSPITALS PVT LTD,November,2024,Miscellaneous
ROMSONS WET WIPES,48,R&R SURGICALS,November,2024,Miscellaneous
